product_name,current_price,price,percent_discount,rating,link,brand_id,series,device
Loa kéo Boston Acoustics PARTY BOX BA-802PB,3.420.000₫,3.800.000₫,-10%,,https://www.thegioididong.com/loa-laptop/loa-karaoke-boston-acoustics-party-box-ba-802pb,13,,Laptop Speaker
Amply Boston Acoustics BA2250,12.600.000₫,13.400.000₫,-5%,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba2250-600w,13,,Laptop Speaker
Amply Boston Acoustics BA400,12.600.000₫,13.400.000₫,-5%,3,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba400-800w,13,,Laptop Speaker
Amply Boston Acoustics BS803,10.600.000₫,11.400.000₫,-7%,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-bs803-700w,13,,Laptop Speaker
Cặp loa karaoke Boston Acoustics MD208,7.500.000₫,8.300.000₫,-9%,,https://www.thegioididong.com/loa-laptop/loa-boston-acoustics-md208-400w,13,,Laptop Speaker
Cặp loa karaoke Boston Acoustics MD510,8.800.000₫,9.600.000₫,-8%,3,https://www.thegioididong.com/loa-laptop/cap-loa-karaoke-boston-acoustics-md510-400w,13,,Laptop Speaker
Amply Boston Acoustics BA180,7.200.000₫,8.000.000₫,-10%,6,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba180-400w,13,,Laptop Speaker
Amply Boston Acoustics BA150,6.500.000₫,7.300.000₫,-10%,4,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba150-300w,13,,Laptop Speaker
Amply Boston Acoustics BA100,5.100.000₫,5.900.000₫,-13%,7,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba100-200w,13,,Laptop Speaker
Amply Boston Acoustics BA200,8.700.000₫,9.500.000₫,-8%,,https://www.thegioididong.com/loa-laptop/amply-karaoke-boston-acoustics-ba200,13,,Laptop Speaker
Cặp loa karaoke Boston Acoustic Classic 12,8.700.000₫,9.500.000₫,-8%,6,https://www.thegioididong.com/loa-laptop/cap-loa-karaoke-boston-acoustic-classic-12-400w,13,,Laptop Speaker
Cặp loa karaoke Boston Acoustic Classic 10,6.600.000₫,7.400.000₫,-10%,4,https://www.thegioididong.com/loa-laptop/bo-loa-boston-acoustic-classic-10,13,,Laptop Speaker
Cặp loa karaoke Boston Acoustic Classic 8,4.800.000₫,5.600.000₫,-14%,7,https://www.thegioididong.com/loa-laptop/bo-loa-boston-acoustic-classic-8,13,,Laptop Speaker
Loa Bluetooth Klipsch Heritage Groove,3.900.000₫,,,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-heritage-groove-matte-black,14,,Laptop Speaker
Loa Bluetooth Klipsch The Three II,10.400.000₫,,,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-the-three-ii,14,,Laptop Speaker
Loa Bluetooth Klipsch Groove XXL,7.800.000₫,,,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-groove-xxl,14,,Laptop Speaker
Cặp Loa Bluetooth Klipsch The Sevens Matte Black,29.500.000₫,,,,https://www.thegioididong.com/loa-laptop/cap-loa-bluetooth-klipsch-the-sevens-matte-black,14,,Laptop Speaker
Loa Bluetooth Klipsch Promedia Heritage 2.1 Walnut,7.700.000₫,,,3,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-promedia-heritage-2-1-walnut,14,,Laptop Speaker
Loa Bluetooth Klipsch Groove PGA Tour,3.800.000₫,,,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-groove-pga-tour,14,,Laptop Speaker
Cặp Loa Bluetooth Klipsch The Fives Walnut,20.500.000₫,,,,https://www.thegioididong.com/loa-laptop/cap-loa-bluetooth-klipsch-the-fives-walnut,14,,Laptop Speaker
Cặp Loa Bluetooth Klipsch The Sixes Walnut,21.000.000₫,,,,https://www.thegioididong.com/loa-laptop/cap-loa-bluetooth-klipsch-the-sixes-walnut,14,,Laptop Speaker
Loa Bluetooth Klipsch The One II Walnut,6.400.000₫,,,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-the-one-ii-walnut-nau,14,,Laptop Speaker
Loa Klipsch RP-404C II Walnut,9.040.000₫,11.300.000₫,-20%,,https://www.thegioididong.com/loa-laptop/loa-klipsch-rp-404c-ii-walnut,14,,Laptop Speaker
Cặp loa Klipsch RP-500SA II Walnut,10.640.000₫,13.300.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-500sa-ii-walnut,14,,Laptop Speaker
Cặp loa Klipsch RP-600M II Walnut,11.600.000₫,14.500.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-600m-ii-walnut-400w,14,,Laptop Speaker
Cặp loa Klipsch RP-6000F II Walnut,22.240.000₫,27.800.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-6000f-ii-walnut-500w,14,,Laptop Speaker
Cặp loa Klipsch RP-5000F II Walnut,17.920.000₫,22.400.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-5000f-ii-walnut,14,,Laptop Speaker
Cặp loa Klipsch RP-8000F II Walnut,32.000.000₫,40.000.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-kkipsch-rp-8000f-ii-walnut-600w,14,,Laptop Speaker
Bộ loa thanh Klipsch Cinema 1200,33.600.000₫,42.000.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-cinema-1200w,14,,Laptop Speaker
Bộ loa thanh Klipsch Cinema 800,15.600.000₫,19.500.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-cinema-800-800w,14,,Laptop Speaker
